Genome_Name,TaxonID
Mycobacterium abscessus subsp. abscessus strain 382,1185650
Mycobacterium abscessus subsp. abscessus strain 399,1185650
Mycobacterium abscessus subsp. abscessus strain 406,1185650
Mycobacterium abscessus subsp. abscessus strain 398,1185650
Mycobacterium abscessus subsp. abscessus strain 400,1185650
Mycobacterium abscessus subsp. abscessus strain 410,1185650
Mycobacterium abscessus subsp. abscessus strain 414,1185650
Mycobacterium abscessus subsp. abscessus strain 779,1185650
Mycobacterium abscessus subsp. abscessus strain 744,1185650
Mycobacterium abscessus subsp. abscessus strain 461,1185650
Mycobacterium abscessus subsp. abscessus strain 20,1185650
Mycobacterium abscessus subsp. abscessus strain 28,1185650
Mycobacterium abscessus subsp. abscessus strain 39,1185650
Mycobacterium abscessus subsp. abscessus strain 43,1185650
Mycobacterium abscessus subsp. abscessus strain 61,1185650
Mycobacterium abscessus subsp. abscessus strain 63,1185650
Mycobacterium abscessus subsp. abscessus strain 64,1185650
Mycobacterium abscessus subsp. abscessus strain Bamboo,1185650
Mycobacterium abscessus subsp. abscessus strain 976,1185650
Mycobacterium abscessus subsp. abscessus strain 125,1185650
Mycobacterium abscessus subsp. abscessus strain 643,1185650
Mycobacterium abscessus subsp. abscessus strain 608,1185650
Mycobacterium abscessus subsp. abscessus strain 670,1185650
Mycobacterium abscessus subsp. abscessus,1185650
Mycobacterium abscessus subsp. abscessus strain A8,1185650
Mycobacterium abscessus subsp. abscessus strain A330,1185650
Mycobacterium abscessus subsp. abscessus strain A297,1185650
Mycobacterium abscessus subsp. abscessus strain A183,1185650
Mycobacterium abscessus subsp. abscessus strain 6382,1185650
Mycobacterium abscessus subsp. abscessus strain 3374,1185650
Mycobacterium abscessus subsp. abscessus strain 3476,1185650
Mycobacterium abscessus subsp. abscessus strain 2272,1185650
Mycobacterium abscessus subsp. abscessus strain A467,1185650
Mycobacterium abscessus subsp. abscessus strain A377,1185650
Mycobacterium abscessus subsp. abscessus strain A350,1185650
Mycobacterium abscessus subsp. abscessus strain A312,1185650
Mycobacterium abscessus subsp. abscessus strain A311,1185650
Mycobacterium abscessus subsp. abscessus strain A266,1185650
Mycobacterium abscessus subsp. abscessus strain A249,1185650
Mycobacterium abscessus subsp. abscessus strain A243,1185650
Mycobacterium abscessus subsp. abscessus strain A206,1185650
Mycobacterium abscessus subsp. abscessus strain A197,1185650
Mycobacterium abscessus subsp. abscessus strain A175,1185650
Mycobacterium abscessus subsp. abscessus strain A73,1185650
Mycobacterium abscessus subsp. abscessus strain A38,1185650
Mycobacterium abscessus subsp. abscessus strain A51,1185650
Mycobacterium abscessus subsp. abscessus strain 2940,1185650
Mycobacterium abscessus subsp. abscessus strain 2022,1185650
Mycobacterium abscessus subsp. abscessus strain 227,1185650
Mycobacterium abscessus subsp. abscessus strain 113,1185650
Mycobacterium abscessus subsp. abscessus strain 86,1185650
Mycobacterium abscessus subsp. abscessus strain A182,1185650
Mycobacterium abscessus subsp. abscessus strain 4886,1185650
Mycobacterium abscessus subsp. abscessus strain 4883,1185650
Mycobacterium abscessus subsp. abscessus strain 244,1185650
Mycobacterium abscessus subsp. abscessus strain A213,1185650
Mycobacterium abscessus subsp. abscessus strain 6094,1185650
Mycobacterium abscessus subsp. abscessus strain 3478,1185650
Mycobacterium abscessus subsp. abscessus strain 220,1185650
Mycobacterium abscessus subsp. abscessus strain 234,1185650
Mycobacterium abscessus subsp. abscessus strain A176,1185650
Mycobacterium abscessus subsp. abscessus strain 27,1185650
Mycobacterium abscessus subsp. abscessus strain A25,1185650
Mycobacterium abscessus subsp. abscessus strain A317,1185650
Mycobacterium abscessus subsp. abscessus strain A324,1185650
Mycobacterium abscessus subsp. abscessus strain A305,1185650
Mycobacterium abscessus subsp. abscessus strain A274,1185650
Mycobacterium abscessus subsp. abscessus strain A232,1185650
Mycobacterium abscessus subsp. abscessus strain A215,1185650
Mycobacterium abscessus subsp. abscessus strain 3820,1185650
Mycobacterium abscessus subsp. abscessus strain 3998,1185650
Mycobacterium abscessus subsp. abscessus strain 213,1185650
Mycobacterium abscessus subsp. abscessus strain A54,1185650
Mycobacterium abscessus subsp. abscessus strain 5589,1185650
Mycobacterium abscessus subsp. abscessus strain 5295,1185650
Mycobacterium abscessus subsp. abscessus strain 3384,1185650
Mycobacterium abscessus subsp. abscessus strain 3617,1185650
Mycobacterium abscessus subsp. abscessus strain 5465,1185650
Mycobacterium abscessus subsp. abscessus strain A315,1185650
Mycobacterium abscessus subsp. abscessus strain A218,1185650
Mycobacterium abscessus subsp. abscessus strain A229,1185650
Mycobacterium abscessus subsp. abscessus strain 5681,1185650
Mycobacterium abscessus subsp. abscessus strain 1557,1185650
Mycobacterium abscessus subsp. abscessus strain 123,1185650
Mycobacterium abscessus subsp. abscessus strain A244,1185650
Mycobacterium abscessus subsp. abscessus strain A378,1185650
Mycobacterium abscessus subsp. abscessus strain 6010,1185650
Mycobacterium abscessus subsp. abscessus strain 3739,1185650
Mycobacterium abscessus subsp. abscessus strain 2950,1185650
Mycobacterium abscessus subsp. abscessus strain 178,1185650
Mycobacterium abscessus subsp. abscessus strain 1579,1185650
Mycobacterium abscessus subsp. abscessus strain 289,1185650
Mycobacterium abscessus subsp. abscessus strain A482,1185650
Mycobacterium abscessus subsp. abscessus strain 196,1185650
Mycobacterium abscessus subsp. abscessus strain A189,1185650
Mycobacterium abscessus subsp. abscessus strain A79,1185650
Mycobacterium abscessus subsp. abscessus strain A309,1185650
Mycobacterium abscessus subsp. abscessus strain A137,1185650
Mycobacterium abscessus subsp. abscessus strain A59,1185650
Mycobacterium abscessus subsp. abscessus strain 6449,1185650
Mycobacterium abscessus subsp. abscessus strain A58,1185650
Mycobacterium abscessus subsp. abscessus strain 5696,1185650
Mycobacterium abscessus subsp. abscessus strain 2767,1185650
Mycobacterium abscessus subsp. abscessus strain 225,1185650
Mycobacterium abscessus subsp. abscessus strain A217,1185650
Mycobacterium abscessus subsp. abscessus strain 9,1185650
Mycobacterium abscessus subsp. abscessus strain 3671,1185650
Mycobacterium abscessus subsp. abscessus strain A477,1185650
Mycobacterium abscessus subsp. abscessus strain 2,1185650
Mycobacterium abscessus subsp. abscessus strain A321,1185650
Mycobacterium abscessus subsp. abscessus strain 4542,1185650
Mycobacterium abscessus subsp. abscessus strain 2833,1185650
Mycobacterium abscessus subsp. abscessus strain A49,1185650
Mycobacterium abscessus subsp. abscessus strain A329,1185650
Mycobacterium abscessus subsp. abscessus strain A40,1185650
Mycobacterium abscessus subsp. abscessus strain A373,1185650
Mycobacterium abscessus subsp. abscessus strain A35,1185650
Mycobacterium abscessus subsp. abscessus strain A478,1185650
Mycobacterium abscessus subsp. abscessus strain A426,1185650
Mycobacterium abscessus subsp. abscessus strain A337,1185650
Mycobacterium abscessus subsp. abscessus strain A233,1185650
Mycobacterium abscessus subsp. abscessus strain 1791,1185650
Mycobacterium abscessus subsp. abscessus strain 5864,1185650
Mycobacterium abscessus subsp. abscessus strain 288,1185650
Mycobacterium abscessus subsp. abscessus strain 146,1185650
Mycobacterium abscessus subsp. abscessus strain A353,1185650
Mycobacterium abscessus subsp. abscessus strain 5725,1185650
Mycobacterium abscessus subsp. abscessus strain A255,1185650
Mycobacterium abscessus subsp. abscessus strain 1701,1185650
Mycobacterium abscessus subsp. abscessus strain 2425,1185650
Mycobacterium abscessus subsp. abscessus strain 22,1185650
Mycobacterium abscessus subsp. abscessus strain 29,1185650
Mycobacterium abscessus subsp. abscessus strain A395,1185650
Mycobacterium abscessus subsp. abscessus strain 3,1185650
Mycobacterium abscessus subsp. abscessus strain 1866,1185650
Mycobacteroides abscessus subsp. abscessus strain 159,1185650
Mycobacteroides abscessus subsp. abscessus strain 167,1185650
Mycobacteroides abscessus subsp. abscessus strain 226,1185650
Mycobacteroides abscessus subsp. abscessus strain 352,1185650
Mycobacteroides abscessus subsp. abscessus strain 800,1185650
Mycobacteroides abscessus subsp. abscessus strain 957,1185650
Mycobacteroides abscessus subsp. abscessus strain 463,1185650
Mycobacteroides abscessus subsp. abscessus strain 42,1185650
Mycobacteroides abscessus subsp. abscessus strain 849,1185650
Mycobacteroides abscessus subsp. abscessus strain 1000,1185650
Mycobacteroides abscessus subsp. abscessus strain 1064,1185650
Mycobacteroides abscessus subsp. abscessus strain 1079,1185650
Mycobacteroides abscessus subsp. abscessus strain 1130,1185650
Mycobacteroides abscessus subsp. abscessus strain 133,1185650
Mycobacteroides abscessus subsp. abscessus strain 537,1185650
Mycobacteroides abscessus subsp. abscessus strain MA667,1185650
Mycobacteroides abscessus subsp. abscessus strain 529,1185650
Mycobacteroides abscessus subsp. abscessus strain Patient_1_S1,1185650
Mycobacteroides abscessus subsp. abscessus strain Patient_2_S1,1185650
Mycobacterium abscessus subsp. abscessus strain 591,1185650
Mycobacterium abscessus subsp. abscessus strain 594,1185650
Mycobacteroides abscessus subsp. abscessus strain J_1801486,1185650
Mycobacteroides abscessus subsp. abscessus strain K_2000565,1185650
Mycobacteroides abscessus subsp. abscessus strain 2572-15,1185650
Mycobacteroides abscessus subsp. abscessus strain 2677-16,1185650
Mycobacteroides abscessus subsp. abscessus strain 12389-15,1185650
Mycobacterium vaccae ATCC 25954,1194972
Mycobacterium massiliense str. GO 06,1198627
Mycobacterium avium subsp. paratuberculosis MAP4,1199187
Mycobacterium tuberculosis NA-A0008,1200347
Mycobacterium tuberculosis NA-A0009,1200348
Mycobacterium intracellulare subsp. yongonense strain RT 955-2015,1203599
Mycobacterium yongonense strain Asan 36527,1203599
Mycobacterium yongonense strain Asan 36912,1203599
Mycobacterium canettii CIPT 140070010,1205674
Mycobacterium canettii CIPT 140070008,1205675
Mycobacterium canettii CIPT 140060008,1205676
Mycobacterium canettii CIPT 140070017,1205677
Mycobacterium kubicae strain NJH_MKUB1,120959
Mycobacterium kubicae strain NJH_MKUB2,120959
Mycobacterium kubicae strain CIP 106428,120959
Mycobacterium intracellulare M.i.198,1214063
Mycobacterium fortuitum subsp. fortuitum DSM 46621,1214102
Mycobacterium fortuitum subsp. fortuitum DSM 46621 = ATCC 6841,1214102
Mycolicibacterium DSM 44124 strain not applicable,1226753
Mycobacterium tuberculosis UM 1072388579,1240677
Mycobacterium abscessus 9808,1246644
Mycobacterium tuberculosis K,1249615
Mycobacterium fragae strain HF8704,1260918
Mycobacterium fragae HF8704,1260918
Mycobacterium fragae strain DSM 45731,1260918
Mycobacterium tuberculosis PanR0201,1262525
Mycobacterium tuberculosis PanR0802,1262526
Mycobacterium tuberculosis PanR1005,1262529
Mycobacterium tuberculosis PanR0704,1266446
Mycobacterium doricum strain DSM 44339,126673
Mycobacterium tuberculosis TKK-01-0008,1267355
Mycobacterium tuberculosis TKK-01-0017,1267356
Mycobacterium tuberculosis TKK-01-0020,1267357
Mycobacterium tuberculosis TKK-01-0021,1267358
Mycobacterium tuberculosis TKK-01-0023,1267359
Mycobacterium tuberculosis TKK-01-0026,1267360
Mycobacterium tuberculosis TKK-01-0032,1267361
Mycobacterium tuberculosis TKK-01-0069,1267362
Mycobacterium tuberculosis TKK-01-0072,1267363
Mycobacterium tuberculosis TKK-01-0080,1267364
Mycobacterium tuberculosis SP21,1274431
Mycobacterium tuberculosis PR05,1279011
Mycobacterium tuberculosis 1034,1279039
Mycobacterium tuberculosis TKK_02_0004,1295720
Mycobacterium tuberculosis TKK_02_0005,1295721
Mycobacterium tuberculosis TKK_02_0007,1295723
Mycobacterium tuberculosis TKK_02_0008,1295724
Mycobacterium tuberculosis TKK_02_0009,1295725
Mycobacterium tuberculosis TKK_02_0010,1295726
Mycobacterium tuberculosis TKK_02_0011,1295727
Mycobacterium tuberculosis TKK_02_0023,1295739
Mycobacterium tuberculosis TKK_02_0024,1295740
Mycobacterium tuberculosis TKK_02_0026,1295742
Mycobacterium tuberculosis TKK_02_0028,1295744
Mycobacterium tuberculosis TKK_02_0029,1295745
Mycobacterium tuberculosis TKK_02_0030,1295746
Mycobacterium tuberculosis TKK_02_0031,1295747
Mycobacterium tuberculosis TKK_02_0035,1295751
Mycobacterium tuberculosis TKK_02_0037,1295753
Mycobacterium tuberculosis TKK_02_0040,1295756
Mycobacterium tuberculosis TKK_02_0041,1295757
Mycobacterium tuberculosis TKK_02_0042,1295758
Mycobacterium tuberculosis TKK_02_0043,1295759
Mycobacterium tuberculosis TKK_02_0044,1295760
Mycobacterium tuberculosis TKK_02_0047,1295763
Mycobacterium tuberculosis TKK_02_0048,1295764
Mycobacterium tuberculosis TKK_02_0049,1295765
Mycobacterium tuberculosis TKK_02_0050,1295766
Mycobacterium tuberculosis TKK_02_0051,1295767
Mycobacterium tuberculosis TKK_02_0053,1295769
Mycobacterium tuberculosis TKK_02_0055,1295771
Mycobacterium tuberculosis TKK_02_0056,1295772
Mycobacterium tuberculosis TKK_02_0057,1295773
Mycobacterium tuberculosis TKK_02_0058,1295774
Mycobacterium tuberculosis TKK_02_0059,1295775
Mycobacterium tuberculosis TKK_02_0060,1295776
Mycobacterium tuberculosis TKK_02_0065,1295781
Mycobacterium tuberculosis TKK_02_0066,1295782
Mycobacterium tuberculosis TKK_02_0074,1295790
Mycobacterium tuberculosis TKK_02_0075,1295791
Mycobacterium tuberculosis TKK_02_0076,1295792
Mycobacterium tuberculosis TKK_02_0079,1295795
Mycobacterium tuberculosis TKK_02_0080,1295796
Mycobacterium tuberculosis OFXR-2,1295797
Mycobacterium tuberculosis OFXR-3,1295798
Mycobacterium tuberculosis OFXR-4,1295799
Mycobacterium tuberculosis OFXR-5,1295800
Mycobacterium tuberculosis OFXR-7,1295801
Mycobacterium tuberculosis OFXR-10,1295802
Mycobacterium tuberculosis OFXR-11,1295803
Mycobacterium tuberculosis OFXR-12,1295804
Mycobacterium tuberculosis OFXR-13,1295805
Mycobacterium tuberculosis OFXR-14,1295806
Mycobacterium tuberculosis OFXR-15,1295807
Mycobacterium tuberculosis OFXR-16,1295808
Mycobacterium leprae 3125609,1297123
Mycobacterium leprae 7935681,1297124
Mycobacterium massiliense 1513,1299321
Mycobacterium chelonae 1518,1299322
Mycobacterium abscessus subsp. bolletii 103,1299325
Mycobacterium kansasii 662,1299326
Mycobacterium kansasii 732,1299327
Mycobacterium kansasii 824,1299328
Mycobacterium avium 2285 (S),1299329
Mycobacterium avium subsp. avium 2285 (S) 2285 (S),1299329
Mycobacterium avium 2285 (R),1299330
Mycobacterium avium subsp. avium 2285 (R) 2285 (R),1299330
Mycobacterium intracellulare 1956,1299331
Mycobacterium ulcerans str. Harvey,1299332
Mycobacterium xenopi 3993,1299333
Mycobacterium xenopi 4042,1299334
